coords, x, y 
3402,10.551112,10.329681
3403,4.188692,14.370543
3404,3.159221,14.508760
3405,4.044261,13.542737
3406,10.169999,14.965374
3407,5.143440,6.060995
3408,6.719785,10.224110
3409,6.343578,13.183070
3410,3.806097,13.851324
3411,11.126590,17.610960
3412,10.116727,17.572346
3413,10.012626,15.916465
3414,13.051506,14.043117
3415,2.779216,13.163776
3416,7.233246,14.213834
3417,6.278943,15.700803
3418,-1.935897,15.370392
3419,7.438302,19.479984
3420,3.878601,16.535440
3421,7.683073,10.512025
3422,14.049233,17.129338
3423,6.521930,9.749935
3424,13.055204,14.817118
3425,15.170982,14.516720
3426,4.939794,5.057007
3427,15.809117,14.056154
3428,12.170221,15.345723
3429,4.856628,15.660180
3430,4.188687,16.161244
3431,6.248088,14.050196
3432,6.124243,17.040446
3433,6.536797,16.905551
3434,6.632483,18.891936
3435,9.839677,17.108968
3436,12.217153,10.328534
3437,13.666339,16.920473
3438,5.226034,11.418421
3439,12.297409,10.900282
3440,4.708536,10.202591
3441,3.520712,9.099545
3442,9.430249,13.263615
3443,18.296718,8.200736
3444,0.922547,2.422958
3445,2.098541,1.578001
3446,16.184907,7.440709
3447,2.403249,-3.050362
3448,-7.486919,-12.378627
3449,-6.991633,-1.136487
3450,-8.520297,-3.558147
3451,-4.975131,-18.583422
3452,-5.909686,-19.928571
3453,1.623988,-29.915769
3454,-7.309084,-4.719221
3455,-2.202823,-18.313817
3456,-5.726099,-7.604997
3457,-5.439841,-20.994691
3458,-7.131319,-16.892672
3459,-13.846743,-7.521554
3460,-9.701212,-5.178526
3461,-7.943658,-20.576108
3462,-8.097738,-5.613479
3463,-9.936803,-2.883477
3464,-8.278426,-8.604376
3465,-0.939893,-25.110508
3466,-12.291171,-19.354394
3467,-10.509137,-24.366813
3468,-2.703997,-17.753142
3469,-2.007522,-14.393568
3470,-4.712433,-9.035292
3471,-0.978006,-18.948604
3472,-9.305071,-2.579401
3473,-0.139332,-31.216444
3474,-4.602326,-13.738028
3475,-0.557832,-28.197995
3476,1.258519,-28.011571
3477,-8.924691,-6.248088
3478,-6.289172,-21.591106
3479,-1.113374,-23.496454
3480,-5.599383,-16.478613
3481,-8.134267,-1.002927
3482,-5.099461,-8.395351
3483,2.314318,-1.485068
3484,8.992436,4.174343
3485,11.321889,5.152273
3486,9.536171,6.443775
3487,-1.002919,-0.407014
3488,7.545075,2.802892
3489,1.784461,6.426218
3490,9.535428,1.994383
3491,14.124427,13.566351
3492,15.834556,12.249112
3493,6.940172,15.874894
3494,-2.352785,19.490566
3495,-9.649356,30.775166
3496,-7.331831,20.182952
3497,-7.434469,17.537662
3498,0.082924,17.042632
3499,14.107714,13.782072
3500,2.724852,7.309165
3501,9.919981,7.692609
3502,9.467563,3.807407
3503,-6.422048,-1.509182
3504,4.252872,-5.371637
3505,-3.059619,-22.377997
3506,-7.438024,-13.107441
3507,-14.495704,-13.175514
3508,-6.091770,-17.144092
3509,-7.696551,0.161136
3510,2.228786,-11.382675
3511,4.833476,-1.630350
3512,8.380044,13.178674
3513,4.915397,10.135905
3514,-2.614191,8.116622
3515,3.950149,15.916733
3516,0.957850,15.204740
3517,2.459533,16.196086
3518,-1.966568,15.770880
3519,-0.596370,14.811345
3520,-3.481111,15.393939
3521,-1.117963,12.947656
3522,2.449045,15.809197
3523,2.539310,15.970768
3524,-2.884911,18.234162
3525,3.983019,15.280851
3526,-2.177908,12.079351
3527,-1.725806,11.785609
3528,3.486340,14.950668
3529,7.727694,17.988052
3530,-2.175234,15.945389
3531,5.455051,19.564549
3532,5.674018,19.476782
3533,-5.069380,17.778489
3534,6.101680,19.211758
3535,1.254766,9.723149
3536,9.584539,12.441915
3537,14.035568,16.167514
3538,2.775581,13.569743
3539,11.975587,11.940483
3540,7.055097,10.187791
3541,2.329217,9.874288
3542,3.892152,13.756347
3543,8.367750,17.780154
3544,-0.030351,12.222430
3545,7.157693,17.194654
3546,6.505386,16.502336
3547,5.352377,17.560575
3548,0.367192,12.672609
3549,7.862356,15.525751
3550,14.102923,13.296911
3551,2.842439,9.667779
3552,10.298027,12.985119
3553,7.209202,12.364995
3554,15.077030,12.430102
3555,10.467223,6.139210
3556,18.290429,9.217725
3557,16.369499,8.797332
3558,14.861873,7.023751
3559,16.673323,9.884533
3560,-3.325728,1.003700
3561,-0.483067,-6.944250
3562,-6.966984,-7.761686
3563,-9.503034,-4.262253
3564,1.748383,-30.714712
3565,-5.473822,-6.236165
3566,0.443976,-30.219083
3567,-5.469172,-19.534160
3568,0.107485,-25.366817
3569,-5.607813,-13.830047
3570,-6.659390,-23.139508
3571,-7.474023,-8.981789
3572,-9.513518,-7.586870
3573,-7.940652,-8.513431
3574,-7.362763,-3.977892
3575,-13.498953,-12.420828
3576,5.014225,-31.290600
3577,-2.993687,-16.235899
3578,-10.226962,-5.691365
3579,-5.421015,-26.118219
3580,-7.679821,-9.132416
3581,-11.573118,-5.261094
3582,-2.058725,-16.368165
3583,-7.658478,-23.047800
3584,-13.193643,-9.799887
3585,-11.511981,-9.709559
3586,-14.251042,-5.866319
3587,-6.562693,-15.735654
3588,-7.953997,-15.741411
3589,-2.338013,-30.647924
3590,-9.386401,-11.454770
3591,-9.893194,-17.291635
3592,-3.562286,-15.385733
3593,-0.738763,-30.270872
3594,-6.353610,-12.253603
3595,-4.684298,-18.806125
3596,10.635063,-14.325827
3597,-1.931066,3.528204
3598,16.885897,6.236872
3599,11.208831,5.685652
3600,19.845192,4.686337
3601,11.463772,6.302642
3602,19.200829,7.110824
3603,10.475674,6.738178
3604,9.660373,7.975306
3605,9.253119,9.199437
3606,6.197266,8.607507
3607,3.851646,14.373553
3608,6.353125,20.053861
3609,-5.873520,20.700306
3610,-9.902402,27.931848
3611,-8.501461,28.307017
3612,-2.655631,10.657552
3613,7.442460,8.070392
3614,8.540560,5.891404
3615,-1.083880,4.925957
3616,-3.754279,-7.841456
3617,-0.246336,-21.486994
3618,-8.612910,-13.796198
3619,-5.860561,-11.122228
3620,-7.255892,-8.291203
3621,-12.677599,-14.382267
3622,6.680143,-23.458229
3623,7.622571,-6.195842
3624,-2.262374,10.681549
3625,2.629693,12.586524
3626,10.873410,15.085613
3627,7.543305,19.516271
3628,3.880387,17.104131
3629,-5.112049,15.521334
3630,-1.780946,19.394409
3631,-5.230748,18.891594
3632,-2.500627,20.763963
3633,-6.305602,23.337161
3634,-10.659965,17.243221
3635,-6.889755,18.729454
3636,-2.479903,21.032996
3637,-2.316338,19.117613
3638,-2.979947,19.571581
3639,-6.366091,25.575737
3640,-3.297724,20.515693
3641,-4.028860,19.143514
3642,-2.530346,21.113379
3643,-2.998435,20.389510
3644,-4.099165,19.144965
3645,-10.246101,29.230470
3646,-8.721549,28.589625
3647,-11.418681,30.416418
3648,-4.106841,20.833331
3649,11.762723,13.933375
3650,13.824838,17.040683
3651,4.208824,6.310149
3652,13.007684,11.563307
3653,11.236385,12.039920
3654,8.034325,11.506861
3655,8.735065,13.493076
3656,7.141635,14.784476
3657,5.267659,17.739787
3658,1.396916,15.528250
3659,5.669534,17.832689
3660,-2.398371,10.986917
3661,7.333731,17.101925
3662,11.444790,11.488607
3663,9.528266,8.415192
3664,7.235003,15.332915
3665,4.644545,12.786118
3666,-1.632538,9.434636
3667,9.871262,14.518597
3668,10.190520,9.019785
3669,10.978884,9.195162
3670,18.863458,7.782837
3671,16.372847,9.941486
3672,16.140263,8.138888
3673,12.897643,-5.397792
3674,4.647811,-3.693771
3675,-1.044226,-7.299094
3676,-9.113591,-6.184420
3677,-1.807138,-17.615095
3678,-5.332718,-18.985080
3679,-10.306377,-10.678520
3680,-6.880770,-18.493954
3681,-11.467162,-2.661613
3682,-9.708716,-14.019855
3683,-4.680368,-15.394394
3684,-8.237058,-15.778712
3685,-8.467604,-12.097032
3686,-0.719370,-22.243919
3687,-7.588130,-9.858609
3688,-9.301714,-13.899340
3689,-9.614179,-20.160507
3690,-4.667519,-11.694878
3691,-9.980839,-12.705460
3692,-3.179555,-27.973239
3693,-9.794319,-9.043312
3694,-9.966938,-4.828362
3695,-8.001441,-24.195110
3696,-2.369696,-29.448872
3697,-10.221605,-3.943670
3698,-14.739301,-9.594489
3699,-2.292714,-23.257882
3700,-7.252505,-17.076953
3701,-11.791029,-6.975149
3702,-5.320379,-10.462144
3703,-8.159575,-2.555496
3704,-4.475702,-21.472068
3705,-0.303972,-17.899044
3706,-6.062886,-12.607331
3707,-6.558287,-15.636756
3708,-5.564823,-19.511709
3709,-2.698060,-5.968852
3710,0.665243,-0.009975
3711,15.657614,4.780217
3712,2.536924,3.051700
3713,8.729681,3.979295
3714,4.727863,2.102509
3715,9.444111,2.328325
3716,1.194374,5.901983
3717,8.156302,6.754434
3718,-0.784292,8.495319
3719,4.425342,9.947472
3720,10.171710,12.861197
3721,4.818190,16.952896
3722,-7.563084,17.892478
3723,-7.661274,18.118611
3724,-6.575646,19.814488
3725,-2.811138,21.474775
3726,5.443469,14.781572
3727,-0.700144,7.128486
3728,-0.471538,6.145527
3729,10.399301,-7.505413
3730,2.235760,-16.684148
3731,-8.339547,-6.963579
3732,-1.444268,-13.691032
3733,-8.765153,-21.028742
3734,-11.006686,-8.264899
3735,-0.231375,-13.412652
3736,-11.454644,-1.669011
3737,-2.311223,10.849829
3738,-2.115848,13.751427
3739,-1.490464,13.554898
3740,-3.234312,17.540502
3741,-5.157106,18.889308
3742,-7.552491,17.668494
3743,-10.800702,17.143990
3744,-9.729208,22.299920
3745,-7.316847,19.203242
3746,-10.877770,17.241281
3747,-5.822619,20.019589
3748,-6.897483,17.964642
3749,-10.831812,22.224651
3750,-7.654029,17.746404
3751,-6.973009,19.371020
3752,-5.447761,20.836574
3753,-6.551614,20.907470
3754,-6.297630,20.975935
3755,-4.802136,19.644902
3756,-5.272942,21.528804
3757,-6.461980,18.570577
3758,-6.693645,21.031452
3759,-9.931798,29.473961
3760,-10.926454,28.685090
3761,-7.790971,18.719558
3762,-6.125334,20.370535
3763,1.545775,11.132001
3764,13.502145,16.393958
3765,3.594843,5.042095
3766,7.873453,9.367021
3767,4.894451,10.956503
3768,8.173579,12.370540
3769,-2.550511,10.083124
3770,0.173381,12.542922
3771,4.852486,16.060865
3772,-2.447562,16.843949
3773,-2.741916,16.260437
3774,-0.568396,15.714984
3775,1.620969,12.782174
3776,5.274622,14.023267
3777,13.960697,13.601429
3778,-2.040399,8.825269
3779,10.549661,13.125469
3780,4.171171,10.380518
3781,4.326019,7.896567
3782,7.534506,7.833040
3783,14.300018,9.237283
3784,2.071918,4.446994
3785,-1.575017,4.516021
3786,13.990876,8.596236
3787,-3.930246,5.596923
3788,-3.757600,-1.835841
3789,-5.120362,-13.402681
3790,-1.856678,-11.610285
3791,-7.823039,-10.124450
3792,-5.848864,-19.778078
3793,-6.949347,-9.400535
3794,-8.832188,-15.227572
3795,-11.563899,-16.453034
3796,-8.461688,-19.153198
3797,-7.537035,-11.436299
3798,-7.931795,-2.627019
3799,-1.004460,-26.289915
3800,-9.197953,-1.977441
3801,-2.479839,-19.284575
3802,-1.387646,-18.486814
3803,-11.506743,-4.050222
3804,-9.820399,-9.655775
3805,-8.278958,-20.500509
3806,-10.262867,-5.554226
3807,-8.952703,-14.030900
3808,-10.385206,-24.321792
3809,-10.510311,-2.115907
3810,-9.030369,-4.340684
3811,-9.813141,-12.521397
3812,-8.130594,-9.209064
3813,-9.748927,-6.339172
3814,-8.768019,-4.554141
3815,-8.568474,-2.412158
3816,-7.395859,-23.542375
3817,0.782552,-26.628209
3818,-8.231711,-17.225819
3819,-10.365294,-6.826472
3820,-2.098972,-20.467434
3821,-7.002124,-5.006881
3822,-3.619106,-5.366495
3823,-3.710901,-0.721194
3824,-4.740414,2.870763
3825,-2.405144,3.737282
3826,-1.426468,5.300001
3827,6.731596,5.465860
3828,-1.276313,4.389905
3829,13.242236,7.332662
3830,1.828814,7.688049
3831,-0.849603,7.795745
3832,3.734578,11.590253
3833,4.303798,14.347180
3834,-2.127822,10.244228
3835,-2.147951,20.721695
3836,-6.641194,18.934130
3837,-6.647060,20.489312
3838,-6.187692,19.600748
3839,-1.763516,18.561964
3840,-0.429392,11.282663
3841,5.383611,3.089534
3842,-3.183313,3.259273
3843,-7.542450,0.010041
3844,-3.013653,-17.521040
3845,-15.014162,-9.675453
3846,0.924440,-15.453079
3847,-9.755472,-19.697477
3848,-6.504850,-9.031953
3849,-10.906753,-0.834972
3850,1.191560,13.932849
3851,2.810060,18.926213
3852,-7.544643,16.801112
3853,-5.718442,17.377932
3854,-10.447641,16.918916
3855,-10.496383,16.942929
3856,-11.162475,17.424736
3857,-10.248153,17.433190
3858,-7.590800,18.857109
3859,-7.638343,19.931754
3860,-11.148479,18.022557
3861,-10.875437,17.408828
3862,-7.649015,19.820224
3863,-6.691207,22.273233
3864,-10.253051,17.723459
3865,-10.748751,18.821891
3866,-11.909585,21.593349
3867,-11.268125,21.299634
3868,-7.617344,19.859235
3869,-8.472586,19.105350
3870,-6.361087,21.044926
3871,-7.614463,18.792130
3872,-9.127814,29.005625
3873,-10.727931,28.842772
3874,-5.054996,20.612350
3875,-4.053958,21.165246
3876,-2.718338,20.990634
3877,13.859384,17.158556
3878,12.911890,16.832489
3879,8.084389,3.668725
3880,10.000895,14.000101
3881,11.480661,14.138768
3882,3.805651,15.848084
3883,8.305314,16.954463
3884,9.756768,17.020494
3885,4.609457,16.029747
3886,7.029006,17.788524
3887,7.282998,19.209850
3888,-2.447252,15.258538
3889,13.086424,16.403756
3890,13.246512,14.325935
3891,-0.971666,9.660330
3892,3.457651,10.776321
3893,17.212128,9.829452
3894,3.922459,7.363212
3895,14.514490,8.552247
3896,8.148070,9.073485
3897,-2.267449,6.388314
3898,2.763911,5.502076
3899,3.610175,4.575116
3900,16.500026,9.359756
3901,-0.879944,1.503045
3902,-6.211847,-3.073035
3903,-4.555425,-18.929275
3904,-1.438412,-21.830838
3905,-3.826442,-19.538319
3906,-2.600321,-21.065281
3907,-4.571845,-12.764971
3908,-1.998300,-13.371131
3909,-9.721686,-15.170693
3910,-9.507917,-14.276579
3911,-4.540826,-13.299663
3912,-8.034736,-10.173663
3913,-10.527085,-4.623739
3914,-5.908356,-22.595863
3915,-7.836794,-8.746804
3916,-9.631545,-6.629761
3917,-6.234326,-9.220037
3918,-11.136805,-21.762576
3919,-5.860982,-27.054112
3920,-7.384289,-25.262583
3921,-4.149017,-11.375336
3922,-9.175636,-11.578560
3923,-0.585896,-22.040891
3924,-3.670690,-23.782734
3925,-8.967277,-12.471350
3926,-8.565978,-7.841716
3927,-11.162406,-12.772479
3928,-10.289355,-13.802612
3929,0.951085,-31.380203
3930,-5.509535,-6.226758
3931,-3.165961,-8.430945
3932,-2.821776,-11.295117
3933,-10.565517,-17.924258
3934,-5.860343,-18.793971
3935,-2.629935,-19.117596
3936,-7.505671,-0.399701
3937,-3.582265,0.081302
3938,5.540076,-0.164483
3939,15.208918,5.688513
3940,-2.027123,5.857566
3941,9.612545,4.461863
3942,0.116136,3.095554
3943,6.795587,2.758309
3944,7.332370,7.923314
3945,11.944650,12.068509
3946,6.511912,14.698616
3947,10.517659,14.723164
3948,-1.651439,15.756147
3949,-5.803742,19.009754
3950,-9.982567,30.844188
3951,-5.537095,21.213161
3952,-3.708201,20.672230
3953,6.635788,18.932882
3954,8.455969,14.214916
3955,-3.004204,7.011470
3956,5.954446,-3.662818
3957,-4.373339,-10.434726
3958,-6.816434,-11.333302
3959,-7.212498,-14.738898
3960,-6.112049,-11.561977
3961,-9.911639,-2.624835
3962,-14.750584,-3.223368
3963,-7.849788,13.404790
3964,-5.539954,16.656034
3965,-6.957408,14.823185
3966,-7.395910,17.249577
3967,-8.233061,18.649444
3968,-10.840775,17.245264
3969,-7.628447,19.067881
3970,-9.271050,17.157885
3971,-6.939225,21.939211
3972,-10.992855,18.056327
3973,-9.440643,17.194862
3974,-6.776064,22.132586
3975,-8.482110,29.880084
3976,-11.343167,18.123718
3977,-7.974099,18.495525
3978,-6.488310,22.069444
3979,-13.602260,21.191985
3980,-6.361976,18.193470
3981,-6.286299,21.952798
3982,-6.099260,21.162744
3983,-5.861639,18.875199
3984,-6.919168,18.201985
3985,-10.089246,17.528428
3986,-2.388477,21.703525
3987,-4.141173,20.870146
3988,-2.361933,21.281437
3989,-2.983937,20.604805
3990,-3.472941,18.049666
3991,10.833764,13.728367
3992,14.366489,14.565569
3993,14.608552,16.442751
3994,7.763984,12.351479
3995,10.147030,15.164163
3996,7.766149,18.223157
3997,4.301690,16.811516
3998,5.135001,18.266067
3999,11.953779,18.284934
4000,6.420834,17.625532
4001,6.531755,17.617519
4002,5.635866,17.248357
4003,3.503800,13.120357
4004,0.704495,11.306007
4005,14.732370,14.328027
4006,7.654512,12.432710
4007,13.967172,9.222957
4008,12.725683,6.908737
4009,-1.757604,5.855824
4010,11.631339,5.218166
4011,8.925886,3.638017
4012,7.761310,2.886798
4013,4.797862,2.766806
4014,11.232887,-8.542227
4015,9.537692,-9.704770
4016,-6.328101,-7.507176
4017,-6.342254,-19.496396
4018,-9.292736,-1.679980
4019,-5.834845,-7.760191
4020,0.455312,-25.872582
4021,-8.475222,-6.261492
4022,-3.656991,-15.148789
4023,-13.417061,-17.454028
4024,-8.646764,-2.293862
4025,-9.192547,-7.800845
4026,-5.960489,-11.664925
4027,-9.364184,-14.346911
4028,-8.347935,-24.241157
4029,-7.535170,-4.790066
4030,-10.892815,-6.341099
4031,-0.855903,-18.444681
4032,-5.474010,-26.170209
4033,-10.613098,-12.572448
4034,-7.854308,-9.213422
4035,-4.656960,-11.483983
4036,1.450867,-19.362139
4037,-7.936351,-11.342583
4038,-9.078524,-10.456661
4039,-9.180834,-11.439158
4040,-5.872960,-10.964341
4041,-4.315122,-9.355188
4042,-5.745419,-16.866074
4043,-7.509844,-14.459344
4044,-6.683739,-18.036640
4045,-3.410288,-19.014797
4046,-6.065250,-14.935903
4047,-5.359426,-5.201698
4048,-7.980873,-17.317571
4049,-7.427146,-2.077614
4050,3.660831,-2.923876
4051,2.258236,-0.921935
4052,18.988540,5.826925
4053,17.826723,7.704163
4054,10.029882,4.568051
4055,14.458131,11.248698
4056,10.032060,4.149186
4057,16.911266,7.147822
4058,4.556264,8.586205
4059,14.335143,13.219993
4060,8.893804,11.822507
4061,-2.164824,10.900930
4062,-3.246822,16.782377
4063,-9.095225,27.695884
4064,-5.894383,21.280269
4065,-10.685352,29.123313
4066,-2.046704,21.200079
4067,2.643083,16.186998
4068,6.284248,6.931685
4069,18.576924,8.429513
4070,11.168547,-14.844943
4071,-3.719397,-19.289859
4072,-2.522361,-23.854919
4073,-7.512798,-6.866858
4074,10.085391,-26.221824
4075,0.755463,-10.641445
4076,-8.403204,15.173667
4077,-8.182434,15.560147
4078,-7.583190,17.299534
4079,-8.557980,16.000488
4080,-10.290395,16.581737
4081,-8.684980,17.616085
4082,-10.035213,16.405694
4083,-9.563076,16.984097
4084,-10.029726,16.375570
4085,-7.073271,22.072283
4086,-6.703079,21.512867
4087,-7.313438,19.771546
4088,-10.894730,17.201386
4089,-9.424196,28.305274
4090,-8.679217,28.582373
4091,-3.470650,21.430848
4092,-5.304731,21.348352
4093,-9.814432,29.793390
4094,-5.817457,18.459111
4095,-3.372471,21.114957
4096,4.885191,21.060780
4097,-2.333340,21.131915
4098,-2.275883,19.382861
4099,-2.324116,19.594493
4100,-0.693167,16.449930
4101,5.325810,19.174644
4102,9.032337,18.220856
4103,14.105925,12.519950
4104,13.863731,14.436658
4105,14.123967,14.769089
4106,14.537822,14.585486
4107,12.700697,17.032366
4108,13.485876,15.964119
4109,12.821861,18.225594
4110,12.230733,18.102487
4111,5.148826,17.330856
4112,8.517432,19.466821
4113,9.933524,18.727504
4114,-0.442333,15.291222
4115,6.227174,18.411442
4116,6.029514,18.011258
4117,10.813407,16.855621
4118,13.531629,10.668093
4119,10.607245,11.227752
4120,11.698293,9.507511
4121,14.871861,9.691993
4122,12.894841,6.046090
4123,13.827074,8.249236
4124,8.557934,0.111289
4125,8.087653,5.404905
4126,15.795105,8.459289
4127,1.338865,1.178810
4128,8.281788,-7.727178
4129,-3.716217,-6.425673
4130,-2.230018,-8.748397
4131,1.770049,-8.370141
4132,0.964508,-30.022552
4133,-5.901113,-18.170909
4134,-0.761827,-29.292258
4135,3.423065,-31.223288
4136,-3.279884,-26.329586
4137,-3.580399,-20.986627
4138,1.673585,-29.985527
4139,-9.087929,-3.171988
4140,-6.821412,-22.884097
4141,-6.846162,-18.677466
4142,-9.582647,-2.302709
4143,-15.362220,-17.383923
4144,-2.140208,-28.363996
4145,-7.685302,-12.893303
4146,-7.526847,-17.710557
4147,-8.498763,-23.479525
4148,-8.970900,-8.197846
4149,-0.818816,-27.120889
4150,-8.749774,-22.075578
4151,-8.303478,-16.021934
4152,-4.553897,-12.839539
4153,-1.506406,-30.129552
4154,-6.937388,-4.679272
4155,-10.615853,-16.350812
4156,-5.225404,-12.035690
4157,-8.624932,-16.111900
4158,-6.199974,-26.983462
4159,-7.256775,-24.914807
4160,-4.835336,-10.269496
4161,-5.416292,-12.290122
4162,-0.644596,-30.085169
4163,-1.727743,-6.454659
4164,-2.011146,0.217907
4165,2.422387,-1.413747
4166,8.548289,4.188759
4167,3.662694,2.652619
4168,13.473515,7.338823
4169,5.841312,11.220260
4170,9.019497,6.264729
4171,20.184171,8.216527
4172,4.703223,9.099725
4173,2.931333,11.905468
4174,1.880033,15.095165
4175,4.126480,13.836997
4176,-4.118981,19.581545
4177,-9.212751,27.956843
4178,-10.435134,29.227874
4179,-10.487226,30.890373
4180,6.169752,20.949686
4181,6.693782,11.990116
4182,17.581702,5.682522
4183,10.428738,-7.293952
4184,1.985844,-8.153959
4185,-6.655072,-6.062424
4186,-1.783180,-23.254861
4187,-2.959341,-24.180071
4188,-4.366147,-7.452172
4189,-8.399750,12.190944
4190,-6.768230,21.565065
4191,-10.581898,16.603675
4192,-17.478454,14.002546
4193,-10.269410,16.437592
4194,-10.081556,16.130357
4195,-10.287097,15.871762
4196,-10.828902,15.918041
4197,-9.416395,17.198100
4198,-7.747720,21.355061
4199,-6.657405,20.919485
4200,-7.134920,19.619062
4201,-6.230336,21.259011
4202,-6.673283,20.501317
4203,-10.830185,17.234805
4204,-10.408032,29.911247
4205,-9.790462,29.592395
4206,-2.079642,21.565419
4207,-2.663643,19.767130
4208,-1.688560,20.987708
4209,-4.247474,15.739623
4210,-0.521560,20.080028
4211,5.516404,16.954008
4212,1.593279,13.952220
4213,10.292887,17.408895
4214,12.086037,17.193643
4215,5.400125,12.243562
4216,14.343658,13.953227
4217,11.414877,9.711047
4218,13.873275,5.173148
4219,14.077902,16.274730
4220,10.389736,14.041965
4221,1.899235,11.347658
4222,14.298695,16.450707
4223,2.408728,15.695641
4224,1.767639,16.482860
4225,12.636778,17.841129
4226,6.807178,17.444563
4227,8.429965,18.599429
4228,12.433016,17.675900
4229,8.633101,19.310872
4230,6.578664,15.433561
4231,12.416138,11.126205
4232,2.059030,8.847490
4233,8.692734,7.459983
4234,15.944796,6.643846
4235,11.992674,7.149822
4236,12.410666,8.414701
4237,4.845132,4.165440
4238,11.059763,6.247220
4239,7.337673,3.873407
4240,10.151828,7.213214
4241,3.253450,-3.216866
4242,-2.802627,-21.983373
4243,-4.890564,-7.777832
4244,-5.060667,-8.803562
4245,-8.024282,-12.204746
4246,-1.385912,-25.470413
4247,-4.693577,-10.772003
4248,-11.054429,-19.009445
4249,-2.267944,-15.717718
4250,-7.032892,-21.272687
4251,-7.649910,-12.833413
4252,-2.646936,-18.173390
4253,-7.698040,-15.889326
4254,-9.021941,-3.211253
4255,-1.503861,-17.892250
4256,-7.091691,-10.220855
4257,-10.654401,-8.408561
4258,-3.599690,-23.782631
4259,-2.450191,-15.663480
4260,-12.595536,-10.604873
4261,-3.269803,-25.603686
4262,-0.531816,-13.155335
4263,-11.945196,-17.467483
4264,-5.230445,-24.196079
4265,-0.294650,-25.337289
4266,-7.678765,-9.126503
4267,-2.906943,-8.745411
4268,0.584824,-26.501278
4269,-6.390045,-8.322229
4270,-0.729649,-22.989999
4271,4.759463,-30.646421
4272,-8.500123,-6.363964
4273,-6.593843,-11.877703
4274,-2.573730,-18.921407
4275,0.326288,-28.378428
4276,-0.735311,-9.311666
4277,10.215547,-11.416205
4278,3.727070,-2.172246
4279,9.111487,1.260560
4280,12.474065,8.464791
4281,0.382520,3.342833
4282,18.788532,8.385942
4283,16.207219,13.581678
4284,5.634007,6.021834
4285,16.825166,12.174947
4286,1.422794,8.796405
4287,11.267375,14.508753
4288,8.856750,17.481253
4289,1.655514,15.506295
4290,-3.739195,21.263211
4291,-9.860673,30.184283
4292,-10.688265,28.902952
4293,5.263328,21.373211
4294,0.514506,8.497483
4295,19.414289,10.644748
4296,5.149376,2.570275
4297,8.540396,-12.385257
4298,-5.634389,-6.620407
4299,2.975547,-18.443867
4300,-6.674637,-7.065195
4301,-14.815413,-3.124004
4302,-6.285637,15.519410
4303,-9.522765,15.738226
4304,-9.523442,16.043499
4305,-9.870056,16.021003
4306,-10.113832,16.071919
4307,-10.022687,15.722775
4308,-10.629327,15.867549
4309,-7.514583,19.811228
4310,-6.234784,22.163829
4311,-11.208837,17.250572
4312,-11.438705,17.247627
4313,-4.295867,21.464730
4314,-6.050717,18.877918
4315,-4.926782,18.764705
4316,5.189964,20.818628
4317,-1.113953,20.129727
4318,-3.038856,15.567808
4319,7.284666,16.527727
4320,6.911418,13.090640
4321,8.555176,16.938795
4322,7.174870,14.684742
4323,10.689034,10.158678
4324,0.252531,11.662982
4325,-0.301068,9.890497
4326,11.848270,17.881911
4327,5.202127,8.485584
4328,6.520847,6.174821
4329,6.551784,7.222170
4330,13.715734,7.595810
4331,10.662355,4.913858
4332,4.946928,0.311004
4333,12.591268,13.804078
4334,13.583421,16.623507
4335,11.370467,16.266816
4336,12.318074,17.184214
4337,9.833874,18.239252
4338,2.472986,15.749325
4339,9.341974,18.563689
4340,9.712393,18.144264
4341,3.784951,16.767923
4342,3.824218,16.788989
4343,11.291944,14.716068
4344,-1.926814,8.496345
4345,8.787448,12.836154
4346,4.575436,9.275224
4347,13.368648,10.829299
4348,20.456110,7.758576
4349,16.552373,5.429394
4350,20.573283,6.223102
4351,15.719817,7.985344
4352,14.847936,4.651055
4353,12.035264,4.810783
4354,3.618456,-2.532654
4355,-1.041689,-6.620458
4356,-6.487207,-1.474420
4357,-6.206575,-24.094146
4358,-3.185613,-21.698144
4359,-6.831842,-11.853184
4360,-3.753811,-20.804618
4361,0.704789,-28.435050
4362,-11.613143,-2.139161
4363,-11.979655,-23.169162
4364,-4.240203,-13.364472
4365,-6.377026,-17.029702
4366,-8.106317,-5.555541
4367,-3.706355,-28.084201
4368,-7.782021,-8.541572
4369,-11.913538,-8.138560
4370,0.000466,-17.419113
4371,-12.827776,-12.682815
4372,-10.200830,-3.302105
4373,-2.584346,-10.640303
4374,-10.882773,-9.332177
4375,-8.305070,-23.341518
4376,-2.224640,-23.726833
4377,-12.002961,-23.061986
4378,-8.763811,-12.540908
4379,-5.447997,-26.334059
4380,2.516862,-29.808055
4381,-8.748821,-13.095697
4382,0.979715,-16.155763
4383,-1.889743,-17.763415
4384,-10.437439,-1.551971
4385,-5.309325,-4.006441
4386,-3.144836,-18.208149
4387,-4.302607,-9.350619
4388,-5.776159,-21.321125
4389,-2.765654,-13.089073
4390,-2.842106,-6.965929
4391,-0.867552,-4.561055
4392,15.814722,5.514723
4393,7.797794,1.327991
4394,7.282754,-0.622228
4395,13.730741,8.251988
4396,0.914171,6.421589
4397,14.761164,12.092610
4398,11.179726,11.097946
4399,10.331512,11.532303
4400,11.672537,15.314508
4401,1.434564,10.089331
4402,8.046436,17.597766
